sprite{ id = "doors/sideview_door_stone", description = "Side-view door (stone)" }
sprite{ id = "doors/sideview_door_wooden", description = "Side-view door (wooden)" }
sprite{ id = "doors/sideview_outside_door", description = "Side-view outside closed door" }
sprite{ id = "enemies/bee_guard", description = "Bee Guard" }
sprite{ id = "enemies/bee_guard_weapon", description = "Bee Guard weapon" }
sprite{ id = "enemies/bosses/arbror_root", description = "Arbror root" }
sprite{ id = "enemies/bosses/drakomos", description = "Drakomos" }
sprite{ id = "enemies/bosses/drakomos_head", description = "Drakomos head" }
sprite{ id = "enemies/bosses/drakomos_lava", description = "Drakomos lava spawner" }
sprite{ id = "enemies/bosses/firebird", description = "Fire Bird" }
sprite{ id = "enemies/bosses/flora", description = "Flora" }
sprite{ id = "enemies/bosses/flora_eye", description = "Flora eye" }
sprite{ id = "enemies/bosses/gelidrak", description = "Gelidrak" }
sprite{ id = "enemies/bosses/gelidrak_head", description = "Gelidrak head" }
sprite{ id = "enemies/bosses/gelidrak_tail", description = "Gelidrak tail" }
sprite{ id = "enemies/bosses/giant_spider", description = "Giant spider" }
sprite{ id = "enemies/bosses/khorneth", description = "Khorneth" }
sprite{ id = "enemies/bosses/khorneth_left_blade", description = "Khorneth left blade" }
sprite{ id = "enemies/bosses/khorneth_right_blade", description = "Khorneth right blade" }
sprite{ id = "enemies/bosses/khotor", description = "Khotor" }
sprite{ id = "enemies/bosses/papillosaur_king", description = "Papillosaur King" }
sprite{ id = "enemies/bosses/poutroxor", description = "Poutroxor" }
sprite{ id = "enemies/bosses/poutroxor_head", description = "Poutroxor head" }
sprite{ id = "enemies/bosses/poutroxor_skeleton", description = "Poutroxor skeleton" }
sprite{ id = "enemies/bosses/teleido/teleido_warrior", description = "Teleido Warrior" }
sprite{ id = "enemies/bosses/teleido/teleido_wizard", description = "Teleido Wizard" }
sprite{ id = "enemies/bullblin_blue", description = "Bullblin (blue)" }
sprite{ id = "enemies/bullblin_blue_weapon", description = "Bullblin (blue) weapon" }
sprite{ id = "enemies/bullblin_red", description = "Bullblin (red)" }
sprite{ id = "enemies/bullblin_red_weapon", description = "Bullblin (red) weapon" }
sprite{ id = "enemies/chameleon", description = "Chameleon" }
sprite{ id = "enemies/clucko", description = "Clucko white" }
sprite{ id = "enemies/crow", description = "Crow" }
sprite{ id = "enemies/dogman_blue", description = "Dogman (blue)" }
sprite{ id = "enemies/dogman_red", description = "Dogman (red)" }
sprite{ id = "enemies/duck_soldier_blue", description = "Duck Soldier (blue)" }
sprite{ id = "enemies/duck_soldier_blue_weapon", description = "Duck Soldier (blue) weapon" }
sprite{ id = "enemies/duck_soldier_green", description = "Duck Soldier (green)" }
sprite{ id = "enemies/duck_soldier_green_weapon", description = "Duck Soldier (green) weapon" }
sprite{ id = "enemies/duck_soldier_red", description = "Duck Soldier (red)" }
sprite{ id = "enemies/duck_soldier_red_weapon", description = "Duck Soldier (red) weapon" }
sprite{ id = "enemies/enemy_killed", description = "Enemy Killed" }
sprite{ id = "enemies/fire_circle", description = "Fire circle" }
sprite{ id = "enemies/flame", description = "Flame" }
sprite{ id = "enemies/globul", description = "Globul" }
sprite{ id = "enemies/goblin_axe", description = "Goblin Axe" }
sprite{ id = "enemies/goblin_club", description = "Goblin Club" }
sprite{ id = "enemies/goblin_green", description = "Goblin Green" }
sprite{ id = "enemies/goblin_green_slingshot", description = "Goblin Slingshot" }
sprite{ id = "enemies/ice_block", description = "Ice block" }
sprite{ id = "enemies/iceball", description = "Iceball" }
sprite{ id = "enemies/lizard", description = "Lizard" }
sprite{ id = "enemies/lizard_weapon", description = "Lizard weapon" }
sprite{ id = "enemies/mandible", description = "Mandible" }
sprite{ id = "enemies/minillosaur_egg_fixed", description = "Minillosaur Egg (thrown)" }
sprite{ id = "enemies/minillosaur_egg_thrown", description = "Minillosaur Egg (fixed)" }
sprite{ id = "enemies/pig_soldier_blue", description = "Pig Soldier (blue)" }
sprite{ id = "enemies/pig_soldier_blue_weapon", description = "Pig Soldier (blue) weapon" }
sprite{ id = "enemies/pig_soldier_red", description = "Pig Soldier (red)" }
sprite{ id = "enemies/pig_soldier_red_weapon", description = "Pig Soldier (red) weapon" }
sprite{ id = "enemies/pterobat", description = "Pterobat" }
sprite{ id = "enemies/shamablin_fire", description = "Goblin Shaman Fire" }
sprite{ id = "enemies/skeletor", description = "Skeletor" }
sprite{ id = "enemies/skelfos", description = "Skelfos" }
sprite{ id = "enemies/skullbat", description = "Skullbat" }
sprite{ id = "enemies/slime_cyan", description = "Slime (cyan)" }
sprite{ id = "enemies/slime_egg", description = "Slime egg" }
sprite{ id = "enemies/slime_green", description = "Slime (green)" }
sprite{ id = "enemies/slime_green_small", description = "Small slime (green)" }
sprite{ id = "enemies/slime_purple", description = "Slime (purple)" }
sprite{ id = "enemies/slime_red", description = "Slime (red)" }
sprite{ id = "enemies/slime_yellow", description = "Slime (yellow)" }
sprite{ id = "enemies/soldier", description = "Soldier" }
sprite{ id = "enemies/soldier_feather", description = "Soldier Feather" }
sprite{ id = "enemies/soldier_sword", description = "Soldier Sword" }
sprite{ id = "enemies/spider", description = "Spider" }
sprite{ id = "enemies/wings_evil", description = "Wings evil" }
sprite{ id = "entities/arrow", description = "Arrow" }
sprite{ id = "entities/bomb", description = "Bomb" }
sprite{ id = "entities/boomerang1", description = "Boomerang 1" }
sprite{ id = "entities/crystal", description = "Crystal" }
sprite{ id = "entities/crystal_block", description = "Crystal block" }
sprite{ id = "entities/explosion", description = "Explosion" }
sprite{ id = "entities/hookshot", description = "Hookshot" }
sprite{ id = "entities/items", description = "Items" }
sprite{ id = "entities/rupee_icon", description = "Money icon" }
sprite{ id = "entities/shadow", description = "Shadow" }
sprite{ id = "entities/star", description = "Star" }
sprite{ id = "ground_effects/fall_on_hole", description = "Fall on hole" }
sprite{ id = "ground_effects/lava_splash", description = "Lava splash" }
sprite{ id = "ground_effects/leaves", description = "Leaves" }
sprite{ id = "ground_effects/water_splash", description = "Water splash" }
sprite{ id = "hero/ground1", description = "Grass under hero" }
sprite{ id = "hero/ground2", description = "Shallow water under hero" }
sprite{ id = "hero/rachel_sword", description = "Sword" }
sprite{ id = "hero/rachel_tunic", description = "Rachel" }
sprite{ id = "hero/robyne_tunic", description = "Robyne purple" }
sprite{ id = "hero/shield_1_above", description = "Shield 1 Above" }
sprite{ id = "hero/shield_1_below", description = "Shield 1 Below" }
sprite{ id = "hero/shield_collision_mask", description = "Shield Collision Mask" }
sprite{ id = "hero/sword1", description = "Hero sword 1" }
sprite{ id = "hero/sword_stars1", description = "Hero sword stars 1" }
sprite{ id = "hero/trail", description = "Trail" }
sprite{ id = "hero/tunic1", description = "Eldran red" }
sprite{ id = "hero/tunic2", description = "Eldran blue" }
sprite{ id = "hero/tunic3", description = "Eldran purple" }
sprite{ id = "hud/dialog_box_message_end", description = "Dialog end" }
sprite{ id = "hud/empty_heart", description = "Empty heart" }
sprite{ id = "hud/heart", description = "Heart" }
sprite{ id = "hud/icon_action", description = "Action icon" }
sprite{ id = "hud/icon_attack", description = "Attack icon" }
sprite{ id = "hud/icon_item_1", description = "Item 1 icon" }
sprite{ id = "hud/icon_item_2", description = "Item 2 icon" }
sprite{ id = "hud/icon_pause", description = "Pause icon" }
sprite{ id = "hud/magic_bar", description = "Magic bar" }
sprite{ id = "items/voadi_items", description = "Items" }
sprite{ id = "menus/arrow", description = "Arrow" }
sprite{ id = "menus/game_over_blood", description = "Game-over (bleeding)" }
sprite{ id = "menus/options_cursor", description = "Options cursor" }
sprite{ id = "menus/solarus_logo", description = "Solarus logo" }
sprite{ id = "menus/team_logo", description = "Solarus Team logo" }
sprite{ id = "npc/angry_toast", description = "Angry Toast" }
sprite{ id = "npc/astrologer", description = "Astrologer" }
sprite{ id = "npc/billy", description = "Billy" }
sprite{ id = "npc/blacksmith", description = "Blacksmith" }
sprite{ id = "npc/blacksmith_anvil", description = "Blacksmith's anvil" }
sprite{ id = "npc/blacksmith_metal", description = "Blacksmith's metal" }
sprite{ id = "npc/blond_boy", description = "Blond boy" }
sprite{ id = "npc/blonde_woman", description = "Blonde woman" }
sprite{ id = "npc/blue_haired_boy", description = "Blue-haired boy" }
sprite{ id = "npc/broom_woman", description = "Broom woman" }
sprite{ id = "npc/brown_haired_woman", description = "Brown-haired woman" }
sprite{ id = "npc/bun_woman", description = "Bun woman" }
sprite{ id = "npc/castle_guard", description = "Castle guard" }
sprite{ id = "npc/gnu", description = "Gnu" }
sprite{ id = "npc/green_hat_man", description = "Green hat man" }
sprite{ id = "npc/greybeard", description = "Greybeard" }
sprite{ id = "npc/inferno", description = "Inferno" }
sprite{ id = "npc/kaleido", description = "Kaleido" }
sprite{ id = "npc/magic_ball", description = "Magic ball" }
sprite{ id = "npc/magic_deck", description = "Magic deck" }
sprite{ id = "npc/mimosa_pudica", description = "Mimosa pudica" }
sprite{ id = "npc/old_man", description = "Old man" }
sprite{ id = "npc/old_woman", description = "Old Woman" }
sprite{ id = "npc/red_hood_man", description = "Red hood man" }
sprite{ id = "npc/sign", description = "Sign" }
sprite{ id = "npc/sign_2", description = "Sign 2" }
sprite{ id = "npc/soyboy", description = "Soyboy" }
sprite{ id = "npc/tom", description = "Tom" }
sprite{ id = "npc/twink", description = "Twink" }
sprite{ id = "npc/witch", description = "Witch" }
sprite{ id = "npc/witch_broom", description = "Broom witch" }
sprite{ id = "npc/witch_marmite", description = "Marmite witch" }
sprite{ id = "npc/woman_1a", description = "Woman 1a" }
sprite{ id = "npc/woman_1b", description = "Woman 1b" }
sprite{ id = "npc/woman_1c", description = "Woman 1c" }
sprite{ id = "npc/woman_1d", description = "Woman 1d" }
sprite{ id = "npc/woman_1e", description = "Woman 1e" }
sprite{ id = "npc/woman_1f", description = "Woman 1f" }
sprite{ id = "npc/zoria_sign", description = "Zoria Sign" }
sprite{ id = "plants/flower", description = "Flower" }
sprite{ id = "plants/orange_peel", description = "Orange Peels" }
sprite{ id = "plants/pilea", description = "Pilea plant" }
sprite{ id = "plants/plant", description = "Plant" }
sprite{ id = "plants/rafflesia-large", description = "Rafflesia (large)" }
sprite{ id = "plants/rafflesia-small", description = "Rafflesia (small)" }
sprite{ id = "plants/tall_grass", description = "Tall grass" }
sprite{ id = "plants/vase_plant", description = "Vase plant" }
sprite{ id = "shadows/shadow_big", description = "Big shadow" }
sprite{ id = "shadows/shadow_big_dynamic", description = "Big dynamic shadow" }
sprite{ id = "shadows/shadow_huge_dynamic", description = "Huge dynamic shadow" }
sprite{ id = "shadows/shadow_small", description = "Small shadow" }
sprite{ id = "streams/arrow_stream", description = "Conveyor belt" }
sprite{ id = "streams/stream", description = "Conveyor belt" }
sprite{ id = "switches/switch_1", description = "Switch 1" }
sprite{ id = "switches/switch_2", description = "Switch 2" }
sprite{ id = "switches/switch_3", description = "Switch 3" }
sprite{ id = "switches/switch_4", description = "Switch 4" }
sprite{ id = "switches/switch_5", description = "Switch 5" }
sprite{ id = "switches/switch_aureole", description = "Switch aureole" }
sprite{ id = "switches/switch_lever", description = "Leaver switch" }
sprite{ id = "switches/switch_solid", description = "Solid switch" }
sprite{ id = "switches/switch_wall_1", description = "Wall switch 1" }
sprite{ id = "switches/switch_wall_2", description = "Wall switch 2" }
sprite{ id = "teletransporters/destination", description = "Destination of teletransporter" }
sprite{ id = "teletransporters/teletransporter_blue", description = "Teletransporter (blue)" }
sprite{ id = "teletransporters/teletransporter_green", description = "Teletransporter (green)" }
sprite{ id = "teletransporters/teletransporter_pink", description = "Teletransporter (pink)" }
sprite{ id = "teletransporters/teletransporter_yellow", description = "Teletransporter (yellow)" }
sprite{ id = "teletransporters/vortex", description = "Vortex" }
sprite{ id = "things/barrel_1", description = "Barrel 1" }
sprite{ id = "things/barrel_2", description = "Barrel 2" }
sprite{ id = "things/bed", description = "Bed" }
sprite{ id = "things/blue_vase", description = "Vase" }
sprite{ id = "things/cattail", description = "Cattail Plant" }
sprite{ id = "things/fountain", description = "Fountain" }
sprite{ id = "things/gravestone", description = "Gravestone" }
sprite{ id = "things/long_chair", description = "Long chair" }
sprite{ id = "things/steam", description = "Steam" }
sprite{ id = "things/trash_1", description = "Trash 1" }
sprite{ id = "things/trash_2", description = "Trash 2" }
sprite{ id = "things/trash_3", description = "Trash 3" }
sprite{ id = "weather/rain", description = "Rain" }
sprite{ id = "weather/snow", description = "Snow" }

music{ id = "diarandor/boss", description = "Boss" }
music{ id = "diarandor/castle", description = "Castle" }
music{ id = "diarandor/house_inside1", description = "House inside 1" }
music{ id = "diarandor/house_inside2", description = "House inside 2" }
music{ id = "diarandor/house_inside3", description = "House inside 3" }
music{ id = "diarandor/select_name_menu", description = "Select name menu" }
music{ id = "eduardo/boss", description = "Boss" }
music{ id = "eduardo/cave", description = "Cave" }
music{ id = "eduardo/dungeon_finished", description = "Dungeon finished" }
music{ id = "eduardo/fairy", description = "Fairy" }
music{ id = "eduardo/fanfare", description = "Fanfare" }
music{ id = "eduardo/game_over", description = "Game Over" }
music{ id = "eduardo/lunarius", description = "Lunarius theme" }
music{ id = "eduardo/mini_game", description = "Mini game" }
music{ id = "eduardo/mountains", description = "Mountains" }
music{ id = "eduardo/neptune_battle", description = "Neptune battle" }
music{ id = "eduardo/overworld", description = "Overworld" }
music{ id = "eduardo/soldiers", description = "Soldiers" }
music{ id = "eduardo/sword_fanfare", description = "Sword fanfare" }
music{ id = "eduardo/title_screen", description = "Title screen" }
music{ id = "eduardo/village", description = "Village" }
music{ id = "eduardo/witch_hut", description = "Witch" }
music{ id = "voadi/indoors", description = "Indoors" }
music{ id = "voadi/swamp", description = "Swamp" }
music{ id = "voadi/tropical_island", description = "Tropical island" }
music{ id = "zonzifleur/carrousel", description = "Carrousel" }

sound{ id = "arrow_hit", description = "arrow_hit" }
sound{ id = "bird_chirp", description = "bird_chirp" }
sound{ id = "bird_chirp1", description = "bird_chirp1" }
sound{ id = "bird_chirp2", description = "bird_chirp2" }
sound{ id = "bird_cute", description = "bird_cute" }
sound{ id = "bomb", description = "bomb" }
sound{ id = "boomerang", description = "boomerang" }
sound{ id = "boss_charge", description = "boss_charge" }
sound{ id = "boss_fireball", description = "boss_fireball" }
sound{ id = "boss_hurt", description = "boss_hurt" }
sound{ id = "boss_killed", description = "boss_killed" }
sound{ id = "bounce", description = "bounce" }
sound{ id = "bow", description = "bow" }
sound{ id = "bush", description = "bush" }
sound{ id = "cane", description = "cane" }
sound{ id = "cane2", description = "cane2" }
sound{ id = "cane3", description = "cane3" }
sound{ id = "cat", description = "cat" }
sound{ id = "chest_appears", description = "chest_appears" }
sound{ id = "chest_open", description = "chest_open" }
sound{ id = "cricket", description = "cricket" }
sound{ id = "crystal", description = "crystal" }
sound{ id = "crystal2", description = "crystal2" }
sound{ id = "cursor", description = "cursor" }
sound{ id = "danger", description = "danger" }
sound{ id = "diarandor/solarus_logo", description = "Solarus logo" }
sound{ id = "door_closed", description = "door_closed" }
sound{ id = "door_open", description = "door_open" }
sound{ id = "door_unlocked", description = "door_unlocked" }
sound{ id = "eduardo/secret", description = "secret" }
sound{ id = "electrified", description = "electrified" }
sound{ id = "electrified2", description = "electrified2" }
sound{ id = "enemy_awake", description = "enemy_awake" }
sound{ id = "enemy_hurt", description = "enemy_hurt" }
sound{ id = "enemy_killed", description = "enemy_killed" }
sound{ id = "explosion", description = "explosion" }
sound{ id = "falling_on_hole", description = "falling_on_hole" }
sound{ id = "falling_rock", description = "falling_rock" }
sound{ id = "fire_ball", description = "fire_ball" }
sound{ id = "fire_ball2", description = "fire_ball2" }
sound{ id = "frost1", description = "frost1" }
sound{ id = "frost2", description = "frost2" }
sound{ id = "heart", description = "heart" }
sound{ id = "heart_container", description = "heart_container" }
sound{ id = "hero_dying", description = "hero_dying" }
sound{ id = "hero_falls", description = "hero_falls" }
sound{ id = "hero_hurt", description = "hero_hurt" }
sound{ id = "hero_lands", description = "hero_lands" }
sound{ id = "hero_pushes", description = "hero_pushes" }
sound{ id = "hero_seen", description = "hero_seen" }
sound{ id = "hookshot", description = "hookshot" }
sound{ id = "item_fall", description = "item_fall" }
sound{ id = "jump", description = "jump" }
sound{ id = "key_fall", description = "key_fall" }
sound{ id = "lamp", description = "lamp" }
sound{ id = "lift", description = "lift" }
sound{ id = "magnet1", description = "magnet1" }
sound{ id = "message_end", description = "message_end" }
sound{ id = "message_letter", description = "message_letter" }
sound{ id = "money_counter", description = "money_counter" }
sound{ id = "money_counter_end", description = "money_counter_end" }
sound{ id = "monster_hurt", description = "zora" }
sound{ id = "mouse", description = "mouse" }
sound{ id = "ok", description = "ok" }
sound{ id = "open_lock", description = "open_lock" }
sound{ id = "pause_closed", description = "pause_closed" }
sound{ id = "pause_open", description = "pause_open" }
sound{ id = "picked_item", description = "picked_item" }
sound{ id = "picked_money", description = "picked_money" }
sound{ id = "picked_small_key", description = "picked_small_key" }
sound{ id = "quake", description = "quake" }
sound{ id = "running", description = "running" }
sound{ id = "running_obstacle", description = "running_obstacle" }
sound{ id = "shield", description = "shield" }
sound{ id = "shield2", description = "shield2" }
sound{ id = "shield3", description = "shield3" }
sound{ id = "soft_tap", description = "soft_tap" }
sound{ id = "splash", description = "splash" }
sound{ id = "stairs_down_end", description = "stairs_down_end" }
sound{ id = "stairs_down_start", description = "stairs_down_start" }
sound{ id = "stairs_up_end", description = "stairs_up_end" }
sound{ id = "stairs_up_start", description = "stairs_up_start" }
sound{ id = "stone", description = "stone" }
sound{ id = "swim", description = "swim" }
sound{ id = "switch", description = "switch" }
sound{ id = "switch_hero", description = "switch_hero" }
sound{ id = "sword1", description = "sword1" }
sound{ id = "sword2", description = "sword2" }
sound{ id = "sword3", description = "sword3" }
sound{ id = "sword4", description = "sword4" }
sound{ id = "sword_spin_attack_load", description = "sword_spin_attack_load" }
sound{ id = "sword_spin_attack_release", description = "sword_spin_attack_release" }
sound{ id = "sword_tapping", description = "sword_tapping" }
sound{ id = "sword_tapping_weak_wall", description = "sword_tapping_weak_wall" }
sound{ id = "teleporter", description = "teleporter" }
sound{ id = "throw", description = "throw" }
sound{ id = "thunder1", description = "thunder1" }
sound{ id = "thunder2", description = "thunder2" }
sound{ id = "thunder3", description = "thunder3" }
sound{ id = "thunder_double", description = "thunder_double" }
sound{ id = "thunder_far", description = "thunder_far" }
sound{ id = "timer", description = "timer" }
sound{ id = "timer2", description = "timer2" }
sound{ id = "timer_hurry", description = "timer_hurry" }
sound{ id = "tongue", description = "tongue" }
sound{ id = "treasure", description = "treasure" }
sound{ id = "victory", description = "victory" }
sound{ id = "walk_on_grass", description = "walk_on_grass" }
sound{ id = "walk_on_water", description = "walk_on_water" }
sound{ id = "warp", description = "warp" }
sound{ id = "water_fill", description = "water_fill" }
sound{ id = "wings1", description = "wings1" }
sound{ id = "wings2", description = "wings2" }
sound{ id = "world_warp", description = "world_warp" }
sound{ id = "wrong", description = "wrong" }
sound{ id = "wrong2", description = "wrong2" }
sound{ id = "wrong3", description = "wrong3" }

item{ id = "bomb", description = "Bombs (x1 / x3 / x8)" }
item{ id = "bomb_bag", description = "Bomb bag (small / large / huge)" }
item{ id = "bombs_counter", description = "Bombs counter" }
item{ id = "gem", description = "Gem (x1 / x5 / x20 / x50 / x300)" }
item{ id = "heart", description = "Heart" }
item{ id = "money_bag", description = "Money bag (small / large / huge)" }
item{ id = "sword", description = "Sword" }
item{ id = "tunic", description = "Tunic (red / green / purple)" }

enemy{ id = "blacksmith", description = "Blacksmith" }
enemy{ id = "chameleon", description = "Chameleon" }
enemy{ id = "clucko", description = "Clucko" }
enemy{ id = "crow", description = "Crow" }
enemy{ id = "explosion", description = "Explosion" }
enemy{ id = "flame", description = "Flame" }
enemy{ id = "generic_projectile", description = "Projectile" }
enemy{ id = "goblin_green", description = "Goblin" }
enemy{ id = "iceball", description = "Iceball" }
enemy{ id = "pterobat", description = "Pterobat" }
enemy{ id = "shamablin_fire", description = "Goblin Shaman Fire" }
enemy{ id = "skelfos", description = "Skelfos" }
enemy{ id = "skullbat", description = "Skullbat" }
enemy{ id = "slime_cyan", description = "Slime (cyan)" }
enemy{ id = "slime_egg", description = "Slime egg" }
enemy{ id = "slime_green", description = "Slime (green)" }
enemy{ id = "slime_green_small", description = "Small Slime (green)" }
enemy{ id = "slime_purple", description = "Slime (purple)" }
enemy{ id = "slime_red", description = "Slime (red)" }
enemy{ id = "slime_yellow", description = "Slime (yellow)" }
enemy{ id = "soldier", description = "Soldier" }

entity{ id = "npc/animals/bird", description = "Bird" }
entity{ id = "npc/animals/butterfly", description = "Butterfly" }
entity{ id = "npc/animals/cat", description = "Meow" }
entity{ id = "npc/animals/worf", description = "Worf" }

language{ id = "en", description = "English" }

font{ id = "8_bit", description = "8 bit" }
font{ id = "comicoro", description = "Comicoro" }
font{ id = "enter_command", description = "Enter Command" }
font{ id = "enter_command_mono", description = "Enter Command Mono" }

shader{ id = "6xbrz", description = "6xBRZ" }
shader{ id = "default", description = "default" }
shader{ id = "grayscale", description = "grayscale" }
shader{ id = "hq2x", description = "hq2x" }
shader{ id = "sepia", description = "sepia" }

file{ path = "enemies/blacksmith.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/chameleon.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/clucko.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/crow.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/explosion.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/flame.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/generic_projectile.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/goblin_green.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/iceball.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/pterobat.lua", author = "Diarandor", license = "GPL v3" }
file{ path = "enemies/shamablin_fire.lua", author = "Diarandor", license = "GPL v3" }
